PassengerID,TrainName,Name,Gender,Age,Profession,Class,TicketPrice,TrainCar,SeatNumber,MaritalStatus,NumberOfChildren,CompanionCount,BaggageWeight,MealPreference,Station,ArrivalTime,DepartureTime,who,FamilySize
7519,Shalimar Express,Sara Jamal Chaudhry,Female,64,Engineer,Economy,3588,Coach-2,S-15,Married,1,2,40.6,Karahi,Mandi Ahmadabad,9:41,9:43,Female,4
7520,Shalimar Express,Noor Saeed Sheikh,Male,5,Lawyer,AC Business,6888,Coach-1,S-86,Married,1,0,37.75,Nihari,Khudian,8:45,8:47,Child,2
7521,Shalimar Express,Bilal Murtaza Malik,Female,8,Student,Economy,6888,Coach-5,S-90,Single,0,4,41.77,Daal Chaawal,Tando Adam,3:56,3:58,Child,4
7522,Shalimar Express,Fatima Saeed Chaudhry,Male,67,Artist,AC Business,3588,Coach-6,S-60,Single,4,1,30.7,Nihari,Bahawalpur,16:20,16:25,Male,5
7523,Shalimar Express,Zain Raza Bhatti,Female,41,Businessperson,AC Business,6888,Coach-18,S-90,Married,4,3,35.08,Daal Chaawal,Mubarakpur,17:25,17:27,Female,8
7524,Shalimar Express,Ayesha Jamal Rana,Female,17,Farmer,AC Business,3588,Coach-17,S-49,Married,3,4,42.45,Karahi,Samasata Jn.,16:40,17:05,Child,8
7525,Shalimar Express,Zain Jamal Khan,Male,26,Police Officer,Economy,3588,Coach-20,S-11,Single,0,0,31.03,Nihari,Kotri Jn.,5:22,5:24,Male,0
7526,Shalimar Express,Zain Rizwan Jutt,Male,51,Teacher,AC Business,6888,Coach-20,S-5,Married,4,2,38.06,Paratha Roll,Pakpattan,11:20,11:35,Male,7
7527,Shalimar Express,Bilal Iqbal Jutt,Female,42,Student,Economy,3588,Coach-3,S-16,Single,4,3,30.25,Paratha Roll,Shahdad Pur,3:27,3:29,Female,7
7528,Shalimar Express,Noor Iqbal Siddiqui,Female,,Doctor,AC Business,3588,Coach-6,S-27,Single,4,4,11.41,Biryani,Karore Pakka,15:10,15:15,Female,8
7529,Shalimar Express,Fatima Hussain Siddiqui,Female,78,Teacher,Economy,3588,Coach-5,S-22,Single,1,4,12.35,Daal Chaawal,Arif Wala,12:10,12:15,Female,5
7530,Shalimar Express,Sara Fahad Jutt,Male,22,Artist,AC Business,6888,Coach-20,S-59,Married,2,0,42.27,Paratha Roll,Padidan,1:04,1:06,Male,3
7531,Shalimar Express,Hira Murtaza Sheikh,Male,29,Lawyer,AC Business,3588,Coach-14,S-74,Single,0,2,16.45,Karahi,Vihari,13:35,13:40,Male,2
7532,Shalimar Express,Hira Murtaza Jutt,Female,47,Police Officer,Economy,6888,Coach-13,S-55,Married,3,1,27.8,Karahi,Kot Lakhpat,6:43,6:45,Female,5
7533,Shalimar Express,Ahmed Fahad Bhatti,Female,29,Farmer,AC Business,3588,Coach-7,S-32,Married,2,3,22.55,Karahi,Khanpur Jn.,18:55,19:00,Female,6
7534,Shalimar Express,Ayesha Murtaza Khan,Male,76,Police Officer,AC Business,3588,Coach-2,S-96,Married,3,4,30.93,Paratha Roll,Murad Chishti,11:53,11:55,Male,8
7535,Shalimar Express,Fatima Jamal Malik,Male,46,Soldier,Economy,3588,Coach-10,S-98,Married,3,4,19.91,Karahi,Pakpattan,11:20,11:35,Male,8
7536,Shalimar Express,Fatima Murtaza Jutt,Male,67,Student,AC Business,6888,Coach-7,S-30,Married,3,1,40.97,Biryani,Nur Shah,14:03,14:05,Male,5
7537,Shalimar Express,Amir Iqbal Chaudhry,Female,29,Doctor,Economy,3588,Coach-6,S-3,Married,1,,24.72,Biryani,Khanpur Jn.,18:55,19:00,Female,2
7538,Shalimar Express,Noor Raza Bhatti,Male,62,Farmer,AC Business,3588,Coach-8,S-7,Single,2,1,47.9,Biryani,Haveli Wasawewala,10:30,10:32,Male,3
7539,Shalimar Express,Hira Fahad Siddiqui,Male,30,Farmer,AC Business,3588,Coach-18,S-70,Single,3,1,28.66,Biryani,Mandi Ahmadabad,9:41,9:43,Male,4
7540,Shalimar Express,Ali Rizwan Butt,Male,38,Soldier,Economy,3588,Coach-11,S-47,Married,4,0,16.41,Daal Chaawal,Machhian Wala,13:15,13:17,Male,5
7541,Shalimar Express,Bilal Nawaz Chaudhry,Male,43,Soldier,Economy,6888,Coach-11,S-99,Married,3,3,11.71,Nihari,Mir Pur Mathelo,20:47,20:49,Male,7
7542,Shalimar Express,Ali Asghar Siddiqui,Female,66,Businessperson,Economy,3588,Coach-11,S-41,Married,4,0,18,Karahi,Machhian Wala,13:15,13:17,Female,5
7543,Shalimar Express,Zain Raza Khan,Male,52,Police Officer,AC Business,6888,Coach-11,S-49,Married,1,0,25.5,Biryani,Kanganpur,9:21,9:23,Male,2
7544,Shalimar Express,Hira Nawaz Siddiqui,Female,70,Businessperson,Economy,6888,Coach-20,S-62,Married,1,4,10.93,Paratha Roll,Shahdad Pur,3:27,3:29,Female,6
7545,Shalimar Express,Amir Murtaza Qureshi,Female,68,Soldier,AC Business,3588,Coach-11,S-10,Married,1,0,13.52,Karahi,Mahrabpur,0:11,0:13,Female,2
7546,Shalimar Express,Hira Murtaza Bhatti,Male,47,Soldier,AC Business,3588,Coach-1,S-19,Single,0,4,36.61,Biryani,Hyderabad Jn,4:50,5:00,Male,4
7547,Shalimar Express,Fatima Rizwan Sheikh,Female,11,Engineer,AC Business,3588,Coach-8,S-67,Single,4,1,36.21,Karahi,Mir Pur Mathelo,20:47,20:49,Child,5
7548,Shalimar Express,Noor Asghar Sheikh,Female,66,Student,Economy,3588,Coach-10,S-49,Married,0,0,27.99,Nihari,Shahdad Pur,3:27,3:29,Female,1
7549,Shalimar Express,Hira Raza Butt,Female,30,Doctor,AC Business,6888,Coach-7,S-71,Married,0,1,43.62,Nihari,Vihari,13:35,13:40,Female,2
7550,Shalimar Express,Ahmed Jamal Bhatti,Female,41,Doctor,Economy,6888,Coach-5,S-70,Single,0,,46.47,Biryani,Rahim Yar Khan,19:32,19:34,Female,2
7551,Shalimar Express,Hira Asghar Butt,Female,7,Police Officer,Economy,6888,Coach-15,S-35,Married,2,3,24.4,Daal Chaawal,Haveli Wasawewala,10:30,10:32,Child,6
7552,Shalimar Express,Amir Raza Siddiqui,Female,48,Farmer,AC Business,3588,Coach-2,S-97,Married,4,2,13.6,Nihari,Mahrabpur,0:11,0:13,Female,7
7553,Shalimar Express,Noor Nawaz Bhatti,Male,60,Soldier,AC Business,6888,Coach-11,S-61,Married,0,3,21.92,Karahi,Gagoo,12:38,12:40,Male,4
7554,Shalimar Express,Hira Murtaza Malik,Female,5,Artist,AC Business,6888,Coach-15,S-14,Single,1,3,39.97,Daal Chaawal,Lodhran Jn.,15:57,15:59,Child,4
7555,Shalimar Express,Hira Iqbal Jutt,Male,66,Farmer,Economy,3588,Coach-11,S-27,Married,2,3,10,Paratha Roll,Shahdad Pur,3:27,3:29,Male,6
7556,Shalimar Express,Amir Saeed Siddiqui,Male,26,Doctor,AC Business,6888,Coach-10,S-94,Married,1,4,49.86,Nihari,Karore Pakka,15:10,15:15,Male,6
7557,Shalimar Express,Ayesha Asghar Bhatti,Male,37,Engineer,AC Business,6888,Coach-17,S-3,Single,3,4,34.22,Nihari,Kanganpur,9:21,9:23,Male,7
7558,Shalimar Express,Zain Nawaz Qureshi,Male,66,Farmer,Economy,3588,Coach-18,S-60,Single,2,1,47.6,Daal Chaawal,Kotri Jn.,5:22,5:24,Male,3
7559,Shalimar Express,Hira Hussain Khan,Male,51,Soldier,AC Business,3588,Coach-2,S-88,Married,1,1,11.7,Paratha Roll,Dera Nawab Sahib,17:43,17:45,Male,3
7560,Shalimar Express,Bilal Jamal Butt,Male,44,Police Officer,AC Business,3588,Coach-13,S-1,Married,2,2,26.05,Biryani,Mandi Ahmadabad,9:41,9:43,Male,5
7561,Shalimar Express,Amir Jamal Rana,Male,11,Soldier,Economy,3588,Coach-8,S-38,Married,0,2,48.14,Nihari,Khudian,8:45,8:47,Child,3
7562,Shalimar Express,Ahmed Iqbal Rana,Female,69,Police Officer,Economy,3588,Coach-18,S-92,Married,1,1,43.19,Nihari,Karachi Cantt,8:10,8:25,Female,3
7563,Shalimar Express,Bilal Jamal Rana,Female,55,Teacher,Economy,6888,Coach-17,S-53,Married,3,0,36.96,Karahi,Arif Wala,12:10,12:15,Female,4
7564,Shalimar Express,Noor Saeed Sheikh,Female,17,Engineer,AC Business,3588,Coach-8,S-3,Married,0,1,31.02,Daal Chaawal,Tando Adam,3:56,3:58,Child,2
7565,Shalimar Express,Fatima Nawaz Bhatti,Female,52,Teacher,AC Business,6888,Coach-10,S-76,Married,3,1,45.88,Paratha Roll,Usmanwala,8:58,9:00,Female,5
7566,Shalimar Express,Hira Murtaza Chaudhry,Male,30,Artist,Economy,3588,Coach-19,S-83,Single,1,1,19.61,Paratha Roll,Dera Nawab Sahib,17:43,17:45,Male,2
7567,Shalimar Express,Zain Murtaza Malik,Female,70,Artist,AC Business,6888,Coach-11,S-14,Single,1,4,27.99,Daal Chaawal,Kasur Jn.,7:40,8:20,Female,5
7568,Shalimar Express,Sara Rizwan Chaudhry,Male,55,Artist,Economy,3588,Coach-18,S-10,Single,1,3,22.63,Biryani,Haveli Wasawewala,10:30,10:32,Male,4
7569,Shalimar Express,Fatima Murtaza Sheikh,Female,79,Farmer,AC Business,6888,Coach-5,S-28,Married,2,3,36,Nihari,Mandi Ahmadabad,9:41,9:43,Female,6
7570,Shalimar Express,Amir Jamal Jutt,Male,,Engineer,Economy,6888,Coach-14,S-47,Married,3,3,10.7,Biryani,Vihari,13:35,13:40,Male,7
7571,Shalimar Express,Ayesha Raza Bhatti,Female,79,Doctor,AC Business,6888,Coach-5,S-66,Single,4,2,34.03,Daal Chaawal,Mailsi,14:25,14:30,Female,6
7572,Shalimar Express,Zain Rizwan Butt,Female,62,Farmer,AC Business,6888,Coach-18,S-62,Single,1,4,48.53,Biryani,Kotri Jn.,5:22,5:24,Female,5
7573,Shalimar Express,Fatima Hussain Rana,Female,79,Engineer,AC Business,3588,Coach-14,S-14,Single,2,2,35.91,Nihari,Drigh Road,7:38,7:40,Female,4
7574,Shalimar Express,Ali Murtaza Malik,Female,32,Farmer,Economy,3588,Coach-6,S-79,Married,2,0,33.48,Karahi,Drigh Road,7:38,7:40,Female,3
7575,Shalimar Express,Zain Jamal Jutt,Male,10,Farmer,Economy,3588,Coach-1,S-32,Married,2,4,31.14,Biryani,Nur Shah,14:03,14:05,Child,7
7576,Shalimar Express,Noor Saeed Chaudhry,Male,37,Teacher,Economy,6888,Coach-19,S-75,Married,2,2,21.36,Paratha Roll,Rahim Yar Khan,19:32,19:34,Male,5
7577,Shalimar Express,Ayesha Fahad Malik,Male,41,Soldier,AC Business,3588,Coach-12,S-79,Single,0,0,32.69,Nihari,Lodhran Jn.,15:57,15:59,Male,0
7578,Shalimar Express,Fatima Iqbal Siddiqui,Male,40,Soldier,AC Business,6888,Coach-8,S-51,Single,2,2,34.52,Nihari,Murad Chishti,11:53,11:55,Male,4
7579,Shalimar Express,Noor Raza Sheikh,Male,70,Soldier,AC Business,3588,Coach-5,S-89,Married,3,4,47.63,Paratha Roll,Kotri Jn.,5:22,5:24,Male,8
7580,Shalimar Express,Fatima Raza Siddiqui,Female,67,Teacher,Economy,3588,Coach-15,S-95,Single,4,1,29.3,Paratha Roll,Mahrabpur,0:11,0:13,Female,5
7581,Shalimar Express,Bilal Nawaz Sheikh,Female,68,Engineer,Economy,3588,Coach-13,S-92,Married,4,2,16.11,Karahi,Bahawalpur,16:20,16:25,Female,7
7582,Shalimar Express,Ahmed Jamal Chaudhry,Female,33,Student,Economy,6888,Coach-8,S-55,Single,3,0,35.12,Nihari,Mahrabpur,0:11,0:13,Female,3
7583,Shalimar Express,Noor Hussain Butt,Male,18,Farmer,AC Business,3588,Coach-3,S-78,Single,1,1,22.73,Daal Chaawal,Khanpur Jn.,18:55,19:00,Male,2
7584,Shalimar Express,Sara Murtaza Butt,Male,35,Engineer,AC Business,6888,Coach-2,S-54,Married,0,4,49.01,Daal Chaawal,Mailsi,14:25,14:30,Male,5
7585,Shalimar Express,Hira Saeed Rana,Male,30,Student,AC Business,3588,Coach-6,S-17,Single,4,3,35.52,Daal Chaawal,Karore Pakka,15:10,15:15,Male,7
7586,Shalimar Express,Sara Asghar Malik,Male,75,Student,Economy,6888,Coach-19,S-31,Single,4,3,12.85,Paratha Roll,Rahim Yar Khan,19:32,19:34,Male,7
7587,Shalimar Express,Hira Saeed Siddiqui,Female,25,Businessperson,Economy,3588,Coach-11,S-18,Single,2,1,19.05,Nihari,Nur Shah,14:03,14:05,Female,3
7588,Shalimar Express,Hira Nawaz Malik,Female,72,Student,AC Business,6888,Coach-2,S-82,Single,1,0,41.93,Biryani,Mubarakpur,17:25,17:27,Female,1
7589,Shalimar Express,Ahmed Iqbal Qureshi,Female,26,Lawyer,Economy,6888,Coach-18,S-46,Single,3,1,19.6,Paratha Roll,Jamrani Wah,15:37,15:39,Female,4
7590,Shalimar Express,Fatima Jamal Khan,Female,56,Teacher,Economy,3588,Coach-11,S-53,Married,4,1,46.22,Biryani,Mahrabpur,0:11,0:13,Female,6
7591,Shalimar Express,Ahmed Nawaz Siddiqui,Female,14,Farmer,Economy,6888,Coach-3,S-39,Single,3,0,12.36,Nihari,Rohri Jn.,22:35,23:00,Child,3
7592,Shalimar Express,Zain Hussain Qureshi,Male,79,Doctor,Economy,6888,Coach-19,S-94,Married,3,4,39.96,Nihari,Khudian,8:45,8:47,Male,8
7593,Shalimar Express,Hira Saeed Butt,Male,20,Farmer,AC Business,6888,Coach-18,S-79,Married,4,0,13.66,Biryani,Nawabshah Jn.,2:26,2:28,Male,5
7594,Shalimar Express,Fatima Hussain Malik,Female,26,Artist,AC Business,6888,Coach-13,S-54,Single,1,4,44.78,Nihari,Samasata Jn.,16:40,17:05,Female,5
7595,Shalimar Express,Bilal Murtaza Chaudhry,Female,15,Artist,Economy,3588,Coach-15,S-26,Married,1,4,27.53,Daal Chaawal,Haveli Wasawewala,10:30,10:32,Child,6
7596,Shalimar Express,Amir Iqbal Butt,Male,61,Soldier,Economy,6888,Coach-1,S-58,Single,2,0,18.29,Karahi,Bhiria Road,0:44,0:46,Male,2
7597,Shalimar Express,Sara Jamal Bhatti,Male,12,Doctor,AC Business,6888,Coach-14,S-79,Single,2,0,49.76,Karahi,Haveli Wasawewala,10:30,10:32,Child,2
7598,Shalimar Express,Hira Nawaz Rana,Female,25,Teacher,AC Business,3588,Coach-20,S-13,Single,0,0,34.31,Nihari,Lodhran Jn.,15:57,15:59,Female,0
7599,Shalimar Express,Hira Saeed Butt,Male,65,Police Officer,Economy,3588,Coach-10,S-66,Single,2,3,40.76,Karahi,Kotri Jn.,5:22,5:24,Male,5
7600,Shalimar Express,Sara Hussain Jutt,Male,69,Farmer,Economy,6888,Coach-20,S-81,Married,2,3,46.18,Biryani,Sadikabad,19:54,19:56,Male,6
7601,Shalimar Express,Fatima Murtaza Khan,Female,76,Police Officer,Economy,3588,Coach-13,S-27,Single,3,3,20.2,Daal Chaawal,Tando Adam,3:56,3:58,Female,6
7602,Shalimar Express,Zain Saeed Sheikh,Male,66,Lawyer,AC Business,3588,Coach-14,S-57,Married,3,2,29,Daal Chaawal,Jamrani Wah,15:37,15:39,Male,6
7603,Shalimar Express,Fatima Hussain Rana,Male,26,Engineer,AC Business,3588,Coach-14,S-62,Married,1,0,40.65,Paratha Roll,Rahim Yar Khan,19:32,19:34,Male,2
7604,Shalimar Express,Ayesha Iqbal Chaudhry,Male,70,Lawyer,AC Business,3588,Coach-10,S-51,Single,3,4,23.27,Nihari,Nawabshah Jn.,2:26,2:28,Male,7
7605,Shalimar Express,Ali Raza Jutt,Male,59,Doctor,Economy,6888,Coach-4,S-66,Married,4,0,22.6,Paratha Roll,Walton,6:32,6:34,Male,5
7606,Shalimar Express,Noor Asghar Jutt,Female,45,Teacher,AC Business,6888,Coach-10,S-60,Married,0,1,44.79,Nihari,Mahrabpur,0:11,0:13,Female,2
7607,Shalimar Express,Amir Fahad Jutt,Female,54,Police Officer,Economy,6888,Coach-20,S-32,Married,0,1,26.4,Paratha Roll,Hyderabad Jn,4:50,5:00,Female,2
7608,Shalimar Express,Amir Rizwan Chaudhry,Female,13,Student,AC Business,3588,Coach-14,S-17,Married,1,4,12,Karahi,Khanpur Jn.,18:55,19:00,Child,6
7609,Shalimar Express,Ahmed Rizwan Butt,Male,55,Student,Economy,3588,Coach-12,S-78,Married,4,1,31.8,Nihari,Padidan,1:04,1:06,Male,6
7610,Shalimar Express,Ali Nawaz Chaudhry,Male,30,Teacher,AC Business,6888,Coach-11,S-85,Single,0,0,43.13,Karahi,Rahim Yar Khan,19:32,19:34,Male,0
7611,Shalimar Express,Zain Raza Khan,Male,15,Farmer,Economy,3588,Coach-18,S-30,Married,3,1,41.22,Paratha Roll,Liaquatpur,18:16,18:18,Child,5
7612,Shalimar Express,Amir Saeed Malik,Female,34,Artist,AC Business,3588,Coach-16,S-44,Married,3,3,12.77,Nihari,Raiwind Jn.,7:10,7:15,Female,7
7613,Shalimar Express,Ali Hussain Siddiqui,Female,47,Engineer,Economy,6888,Coach-6,S-16,Single,4,0,15.18,Paratha Roll,,1:04,1:06,Female,4
7614,Shalimar Express,Amir Nawaz Malik,Female,57,Businessperson,AC Business,3588,Coach-18,S-68,Single,2,2,33.35,Biryani,Lodhran Jn.,15:57,15:59,Female,4
7615,Shalimar Express,Noor Saeed Sheikh,Female,29,Student,Economy,6888,Coach-2,S-59,Single,2,3,16.09,Paratha Roll,Mailsi,14:25,14:30,Female,5
7616,Shalimar Express,Zain Hussain Rana,Male,36,Engineer,AC Business,3588,Coach-6,S-77,Single,0,1,11.8,Paratha Roll,Liaquatpur,18:16,18:18,Male,1
7617,Shalimar Express,Bilal Rizwan Rana,Female,15,Student,AC Business,3588,Coach-15,S-90,Married,2,0,46.21,Daal Chaawal,Liaquatpur,18:16,18:18,Child,3
7618,Shalimar Express,Ayesha Hussain Khan,Female,65,Teacher,Economy,6888,Coach-17,S-97,Married,1,1,15.37,Daal Chaawal,Nur Shah,14:03,14:05,Female,3
7619,Shalimar Express,Ahmed Jamal Qureshi,Male,68,Teacher,Economy,6888,Coach-1,S-82,Single,1,4,14.76,Nihari,Usmanwala,8:58,9:00,Male,5
7620,Shalimar Express,Ahmed Rizwan Butt,Male,47,Businessperson,Economy,3588,Coach-12,S-12,Married,0,0,19.67,Daal Chaawal,Nawabshah Jn.,2:26,2:28,Male,1
7621,Shalimar Express,Sara Murtaza Chaudhry,Male,54,Teacher,AC Business,6888,Coach-14,S-43,Married,2,4,15.49,Paratha Roll,Mubarakpur,17:25,17:27,Male,7
7622,Shalimar Express,Ayesha Saeed Butt,Female,11,Engineer,AC Business,6888,Coach-9,S-34,Single,3,3,38.68,Nihari,Gagoo,12:38,12:40,Child,6
7623,Shalimar Express,Amir Fahad Chaudhry,Male,31,Teacher,Economy,6888,Coach-8,S-30,Single,2,3,16.01,Paratha Roll,Pakpattan,11:20,11:35,Male,5
7624,Shalimar Express,Bilal Rizwan Bhatti,Male,58,Lawyer,AC Business,3588,Coach-4,S-15,Married,2,3,28.82,Daal Chaawal,Khudian,8:45,8:47,Male,6
7625,Shalimar Express,Ali Asghar Malik,Female,10,Police Officer,Economy,6888,Coach-19,S-94,Married,2,4,35.14,Daal Chaawal,Mandi Burewala,12:55,13:00,Child,7
7626,Shalimar Express,Ali Rizwan Qureshi,Male,67,Soldier,Economy,6888,Coach-6,S-99,Single,2,3,15.92,Karahi,Hyderabad Jn,4:50,5:00,Male,5
7627,Shalimar Express,Bilal Nawaz Siddiqui,Male,65,Farmer,AC Business,6888,Coach-14,S-75,Married,0,3,12.51,Paratha Roll,Khanpur Jn.,18:55,19:00,Male,4
7628,Shalimar Express,Hira Fahad Bhatti,Male,17,Doctor,AC Business,6888,Coach-9,S-92,Single,3,1,12.26,Karahi,Tando Adam,3:56,3:58,Child,4
7629,Shalimar Express,Bilal Fahad Bhatti,Male,54,Engineer,AC Business,6888,Coach-6,S-56,Single,4,0,22.47,Karahi,Pakpattan,11:20,11:35,Male,4
7630,Shalimar Express,Noor Jamal Jutt,Female,60,Police Officer,Economy,3588,Coach-5,S-93,Single,4,0,23.73,Karahi,Padidan,1:04,1:06,Female,4
7631,Shalimar Express,Noor Asghar Rana,Male,28,Farmer,AC Business,6888,Coach-5,S-88,Married,1,0,39.13,Daal Chaawal,Rohri Jn.,22:35,23:00,Male,2
7632,Shalimar Express,Ali Asghar Butt,Female,12,Engineer,Economy,3588,Coach-20,S-64,Married,3,2,48.06,Karahi,Dera Nawab Sahib,17:43,17:45,Child,6
7633,Shalimar Express,Ayesha Iqbal Jutt,Male,57,Police Officer,AC Business,6888,Coach-14,S-78,Single,2,4,27.76,Nihari,Lahore Jn.,-,6:15,Male,6
7634,Shalimar Express,Ayesha Rizwan Bhatti,Male,47,Engineer,Economy,3588,Coach-1,S-35,Single,3,3,22.04,Karahi,Samasata Jn.,16:40,17:05,Male,6
7635,Shalimar Express,Ali Asghar Jutt,Male,29,Police Officer,AC Business,6888,Coach-11,S-82,Married,1,2,45.96,Karahi,Jamrani Wah,15:37,15:39,Male,4
7636,Shalimar Express,Hira Saeed Malik,Female,62,Teacher,Economy,3588,Coach-6,S-40,Married,3,0,34.9,Biryani,Machhian Wala,13:15,13:17,Female,4
7637,Shalimar Express,Ali Rizwan Chaudhry,Female,77,Student,Economy,3588,Coach-16,S-29,Married,3,4,36.95,Biryani,Haveli Wasawewala,10:30,10:32,Female,8
7638,Shalimar Express,Fatima Rizwan Khan,Female,55,Student,AC Business,3588,Coach-1,S-90,Married,0,0,32.45,Daal Chaawal,Sadikabad,19:54,19:56,Female,1
7639,Shalimar Express,Ali Murtaza Khan,Female,76,Businessperson,Economy,6888,Coach-13,S-41,Married,2,2,28.65,Biryani,Jamrani Wah,15:37,15:39,Female,5
7640,Shalimar Express,Zain Nawaz Chaudhry,Male,20,Engineer,Economy,6888,Coach-10,S-31,Married,0,0,19.18,Karahi,Dera Nawab Sahib,17:43,17:45,Male,1
7641,Shalimar Express,Ali Raza Siddiqui,Female,38,Farmer,Economy,6888,Coach-1,S-91,Married,1,0,33.56,Karahi,Hyderabad Jn,4:50,5:00,Female,2
7642,Shalimar Express,Bilal Murtaza Butt,Male,53,Teacher,AC Business,6888,Coach-11,S-49,Single,0,2,13.93,Nihari,Karachi Cantt,8:10,8:25,Male,2
7643,Shalimar Express,Amir Asghar Butt,Female,27,Doctor,Economy,6888,Coach-10,S-3,Married,2,1,19.72,Karahi,Kotri Jn.,5:22,5:24,Female,4
7644,Shalimar Express,Bilal Hussain Bhatti,Male,36,Student,AC Business,6888,Coach-18,S-60,Single,0,0,10.78,Daal Chaawal,Walton,6:32,6:34,Male,0
7645,Shalimar Express,Noor Hussain Malik,Female,38,Businessperson,AC Business,3588,Coach-12,S-5,Single,0,1,36.21,Biryani,Padidan,1:04,1:06,Female,1
7646,Shalimar Express,Amir Nawaz Sheikh,Female,16,Doctor,AC Business,6888,Coach-9,S-31,Single,1,4,24.73,Daal Chaawal,Ghotki,21:21,21:23,Child,5
7647,Shalimar Express,Sara Raza Butt,Female,75,Engineer,AC Business,6888,Coach-5,S-57,Single,0,2,42.37,Karahi,Samasata Jn.,16:40,17:05,Female,2
7648,Shalimar Express,Sara Saeed Jutt,Male,58,Businessperson,AC Business,6888,Coach-4,S-21,Married,3,1,34.44,Daal Chaawal,Rahim Yar Khan,19:32,19:34,Male,5
7649,Shalimar Express,Sara Jamal Jutt,Female,,Soldier,AC Business,3588,Coach-3,S-26,Single,0,1,31.37,Biryani,Hyderabad Jn,4:50,5:00,Female,1
7650,Shalimar Express,Sara Nawaz Qureshi,Female,65,Engineer,Economy,3588,Coach-16,S-24,Married,3,0,28.22,Nihari,Basirpur,10:03,10:05,Female,4
7651,Shalimar Express,Ahmed Asghar Rana,Female,64,Farmer,Economy,3588,Coach-10,S-26,Married,2,1,29.67,Paratha Roll,Basirpur,10:03,10:05,Female,4
7652,Shalimar Express,Fatima Jamal Rana,Female,56,Police Officer,AC Business,3588,Coach-9,S-82,Single,2,0,38.22,Biryani,Machhian Wala,13:15,13:17,Female,2
7653,Shalimar Express,Hira Hussain Chaudhry,Male,44,Police Officer,Economy,3588,Coach-16,S-15,Married,2,4,13.47,Karahi,Usmanwala,8:58,9:00,Male,7
7654,Shalimar Express,Ahmed Fahad Qureshi,Female,72,Teacher,AC Business,3588,Coach-16,S-71,Married,4,4,22.53,Nihari,Haveli Wasawewala,10:30,10:32,Female,9
7655,Shalimar Express,Sara Hussain Khan,Female,27,Soldier,AC Business,3588,Coach-17,S-20,Married,3,1,27.98,Daal Chaawal,Kotri Jn.,5:22,5:24,Female,5
7656,Shalimar Express,Hira Iqbal Qureshi,Male,23,Engineer,AC Business,6888,Coach-18,S-15,Married,2,3,15.59,Karahi,Lahore Jn.,-,6:15,Male,6
7657,Shalimar Express,Noor Hussain Bhatti,Male,46,Lawyer,Economy,3588,Coach-6,S-76,Single,3,0,26.37,Nihari,Tando Adam,3:56,3:58,Male,3
7658,Shalimar Express,Fatima Rizwan Bhatti,Female,42,Businessperson,Economy,6888,Coach-9,S-15,Married,1,3,14.65,Karahi,Khanpur Jn.,18:55,19:00,Female,5
7659,Shalimar Express,Sara Fahad Qureshi,Male,22,Teacher,Economy,6888,Coach-1,S-76,Married,2,1,40.88,Karahi,Pakpattan,11:20,11:35,Male,4
7660,Shalimar Express,Hira Saeed Khan,Female,75,Lawyer,AC Business,3588,Coach-10,S-87,Married,3,4,25.26,Paratha Roll,Nur Shah,14:03,14:05,Female,8
7661,Shalimar Express,Hira Nawaz Khan,Male,60,Engineer,AC Business,6888,Coach-13,S-71,Single,2,0,10.75,Nihari,Nur Shah,14:03,14:05,Male,2
7662,Shalimar Express,Hira Nawaz Siddiqui,Male,28,Teacher,Economy,3588,Coach-6,S-9,Married,2,1,11.1,Nihari,Lodhran Jn.,15:57,15:59,Male,4
7663,Shalimar Express,Sara Rizwan Qureshi,Female,65,Police Officer,AC Business,6888,Coach-4,S-17,Single,2,3,20.88,Biryani,Khudian,8:45,8:47,Female,5
7664,Shalimar Express,Bilal Nawaz Chaudhry,Male,24,Farmer,AC Business,3588,Coach-6,S-23,Married,0,2,31.47,Biryani,Pakpattan,11:20,11:35,Male,3
7665,Shalimar Express,Sara Rizwan Malik,Female,75,Doctor,AC Business,3588,Coach-15,S-77,Single,0,2,34.95,Biryani,Nur Shah,14:03,14:05,Female,2
7666,Shalimar Express,Fatima Saeed Qureshi,Female,8,Lawyer,Economy,3588,Coach-13,S-68,Single,3,3,14.1,Nihari,Drigh Road,7:38,7:40,Child,6
7667,Shalimar Express,Sara Saeed Sheikh,Female,54,Farmer,Economy,3588,Coach-7,S-95,Single,1,2,12.56,Karahi,Nawabshah Jn.,2:26,2:28,Female,3
7668,Shalimar Express,Sara Hussain Chaudhry,Male,6,Teacher,AC Business,6888,Coach-5,S-83,Married,3,0,31.48,Biryani,Hyderabad Jn,4:50,5:00,Child,4
7669,Shalimar Express,Fatima Hussain Chaudhry,Female,74,Lawyer,Economy,6888,Coach-16,S-96,Married,0,3,40.49,Biryani,Rohri Jn.,22:35,23:00,Female,4
7670,Shalimar Express,Noor Nawaz Chaudhry,Male,59,Student,Economy,3588,Coach-14,S-4,Single,1,0,12.13,Paratha Roll,Haveli Wasawewala,10:30,10:32,Male,1
7671,Shalimar Express,Noor Murtaza Butt,Female,38,Teacher,Economy,6888,Coach-11,S-36,Married,2,3,17.24,Daal Chaawal,Bahawalpur,16:20,16:25,Female,6
